District_Name,State_Full,Agency ID - NCES Assigned,FIPS_Code,Total_Students,FTE_Teachers,Student_Teacher_Ratio,State_Abbr,Poverty_Rate,Median_Household_Income,Unemployment_Rate,Graduation_Outcome
BRILLANTE ACADEMY,TEXAS,4801475.0,48215,0.0,0.0,,TX,26.900000000000002,53160.0,6.1000000000000005,Low (<80%)
BRILLION SCHOOL DISTRICT,Wisconsin,5501680.0,55015,947.0,68.0,13.926470588235293,WI,4.6000000000000005,86890.0,2.4000000000000004,High (>=90%)
BRIMFIELD,Massachusetts,2503060.0,25027,287.0,27.3,10.512820512820513,MA,10.9,93561.0,3.5,Medium (80-89%)
BRIMFIELD CUSD 309,Illinois,1707200.0,17143,630.0,47.0,13.404255319148936,IL,16.8,62873.0,5.5,Medium (80-89%)
BRIMLEY AREA SCHOOLS,Michigan,2606900.0,26033,460.0,35.79,12.852752165409333,MI,13.600000000000001,59852.0,5.9,Medium (80-89%)
BRINKLEY SCHOOL DISTRICT,Arkansas,503630.0,05095,469.0,62.12,7.549903412749518,AR,26.3,40631.0,3.9000000000000004,Low (<80%)
BRINNON SCHOOL DISTRICT,Washington,5300750.0,53031,74.0,5.71,12.959719789842381,WA,11.0,77856.0,5.0,Medium (80-89%)
BRISBANE ELEMENTARY,California,606060.0,06081,455.0,28.38,16.032417195207895,CA,7.300000000000001,151004.0,3.0,High (>=90%)
BRISTOL,Tennessee,4700360.0,47163,4029.0,255.93,15.742585863322002,TN,13.5,57016.0,3.5,Medium (80-89%)
BRISTOL #1 SCHOOL DISTRICT,Wisconsin,5501710.0,55059,782.0,53.74,14.551544473390397,WI,11.3,75699.0,3.4000000000000004,Medium (80-89%)
BRISTOL BAY BOROUGH SCHOOL DISTRICT,Alaska,200030.0,02060,121.0,10.5,11.523809523809524,AK,11.700000000000001,99790.0,3.7,Medium (80-89%)
BRISTOL BOROUGH SD,Pennsylvania,4204200.0,42017,1170.0,87.0,13.448275862068966,PA,6.7,107006.0,3.0,High (>=90%)
BRISTOL CITY PUBLIC SCHOOLS,Virginia,5100450.0,51520,2194.0,207.0,10.599033816425122,VA,21.8,45240.0,3.7,Low (<80%)
BRISTOL COUNTY AGRICULTURAL,Massachusetts,2503070.0,25005,549.0,46.79,11.733276341098525,MA,12.700000000000001,81047.0,4.1000000000000005,Medium (80-89%)
BRISTOL LOCAL,Ohio,3905011.0,39155,466.0,35.38,13.171283210853588,OH,17.2,51668.0,4.4,Medium (80-89%)
BRISTOL PUBLIC SCHOOLS,Maine,2303600.0,23015,276.0,15.99,17.26078799249531,ME,9.8,74569.0,2.8000000000000003,High (>=90%)
BRISTOL SCHOOL DISTRICT,Connecticut,900510.0,09140,7784.0,632.23,12.311975072362905,CT,11.4,81392.0,,Medium (80-89%)
BRISTOL TOWNSHIP SD,Pennsylvania,4204230.0,42017,6086.0,386.2,15.758674262040394,PA,6.7,107006.0,3.0,High (>=90%)
BRISTOL WARREN,Rhode Island,4400065.0,44001,2888.0,213.3,13.53961556493202,RI,7.9,99802.0,2.5,High (>=90%)
BRISTOL-PLYMOUTH REGIONAL VOCATIONAL TECHNICAL,Massachusetts,2503080.0,25005,1310.0,101.75,12.874692874692874,MA,12.700000000000001,81047.0,4.1000000000000005,Medium (80-89%)
BRISTOW,Oklahoma,4005460.0,40037,1661.0,106.0,15.669811320754716,OK,15.700000000000001,58195.0,3.4000000000000004,Medium (80-89%)
BRITTAN ELEMENTARY,California,606090.0,06101,460.0,23.18,19.84469370146678,CA,15.3,71968.0,7.800000000000001,Medium (80-89%)
BRITTON DEERFIELD SCHOOLS,Michigan,2606930.0,26091,392.0,25.2,15.555555555555555,MI,10.600000000000001,65707.0,4.2,Medium (80-89%)
BRITTON-HECLA SCHOOL DISTRICT 45-4,South Dakota,4600041.0,46091,476.0,35.31,13.480600396488246,SD,11.100000000000001,69480.0,2.5,Medium (80-89%)
BRIYA PCS,District of Columbia,1100016.0,11001,63.0,0.0,inf,DC,15.200000000000001,104643.0,4.9,Medium (80-89%)
BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,New York,3600005.0,36035,1724.0,142.3,12.115249472944482,NY,14.0,63409.0,4.4,Medium (80-89%)
BROADDUS ISD,Texas,4811430.0,48405,383.0,35.11,10.90857305610937,TX,20.3,50908.0,5.4,Low (<80%)
BROADUS ELEM,Montana,3000006.0,30075,150.0,12.24,12.254901960784313,MT,11.700000000000001,56746.0,2.5,Medium (80-89%)
BROADVIEW ELEM,Montana,3004890.0,30111,119.0,10.91,10.907424381301558,MT,9.9,70221.0,2.6,High (>=90%)
BROADVIEW H S,Montana,3004920.0,30111,56.0,5.72,9.79020979020979,MT,9.9,70221.0,2.6,High (>=90%)
BROADWATER,Montana,3000013.0,30007,,,,MT,8.700000000000001,72933.0,3.5,High (>=90%)
BROADWAY ACADEMY,Ohio,3901430.0,39035,401.0,28.5,14.070175438596491,OH,16.0,61912.0,3.8000000000000003,Medium (80-89%)
BROCK ISD,Texas,4811460.0,48367,2085.0,158.94,13.118157795394488,TX,8.200000000000001,98121.0,3.3000000000000003,High (>=90%)
BROCKPORT CENTRAL SCHOOL DISTRICT,New York,3605580.0,36055,3177.0,273.5,11.616087751371115,NY,13.100000000000001,73263.0,3.7,Medium (80-89%)
BROCKTON,Massachusetts,2503090.0,25023,14999.0,1095.92,13.686217972114752,MA,8.0,107828.0,3.5,High (>=90%)
BROCKTON ELEM,Montana,3005010.0,30085,105.0,11.78,8.913412563667233,MT,24.3,51596.0,3.8000000000000003,Low (<80%)
BROCKTON H S,Montana,3005040.0,30085,52.0,6.07,8.566721581548599,MT,24.3,51596.0,3.8000000000000003,Low (<80%)
BROCKWAY AREA SD,Pennsylvania,4204260.0,42065,890.0,74.0,12.027027027027026,PA,18.8,49430.0,3.8000000000000003,Medium (80-89%)
BROCTON CENTRAL SCHOOL DISTRICT,New York,3605610.0,36013,531.0,55.88,9.5025053686471,NY,16.7,56040.0,4.3,Medium (80-89%)
BRODHEAD SCHOOL DISTRICT,Wisconsin,5501740.0,55045,1016.0,80.06,12.690482138396202,WI,8.3,78114.0,2.4000000000000004,High (>=90%)
BROKEN ARROW,Oklahoma,4005490.0,40143,20115.0,1068.81,18.819996070396048,OK,15.100000000000001,65619.0,3.2,Medium (80-89%)
BROKEN BOW,Oklahoma,4005520.0,40089,1583.0,92.86,17.04716777945294,OK,22.200000000000003,48589.0,4.2,Low (<80%)
BROKEN BOW PUBLIC SCHOOLS,Nebraska,3100011.0,31041,890.0,59.87,14.865542007683315,NE,8.9,65151.0,1.7000000000000002,High (>=90%)
BRONAUGH R-VII,Missouri,2905910.0,29217,176.0,19.0,9.263157894736842,MO,16.900000000000002,53602.0,3.5,Medium (80-89%)
BRONSON COMMUNITY SCHOOL DISTRICT,Michigan,2606960.0,26023,993.0,52.0,19.096153846153847,MI,14.9,57641.0,3.9000000000000004,Medium (80-89%)
BRONTE ISD,Texas,4811490.0,48081,235.0,28.42,8.268824771287825,TX,13.0,56786.0,3.3000000000000003,Medium (80-89%)
BRONX ACADEMY OF PROMISE CHARTER SCHOOL,New York,3600956.0,36005,549.0,29.0,18.93103448275862,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX ARTS AND SCIENCE CHARTER SCHOOL,NEW YORK,3601199.0,36005,341.0,33.0,10.333333333333334,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX CHARTER SCHOOL FOR BETTER LEARNING,New York,3600089.0,36005,546.0,29.89,18.26697892271663,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX CHARTER SCHOOL FOR BETTER LEARNING II,NEW YORK,3601127.0,36005,430.0,25.44,16.90251572327044,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX CHARTER SCHOOL FOR CHILDREN,New York,3600110.0,36005,524.0,42.0,12.476190476190476,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX CHARTER SCHOOL FOR EXCELLENCE,New York,3600113.0,36005,792.0,38.0,20.842105263157894,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX CHARTER SCHOOL FOR EXCELLENCE 2,NEW YORK,3601142.0,36005,461.0,19.0,24.263157894736842,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX CHARTER SCHOOL FOR EXCELLENCE 3,NEW YORK,3601157.0,36005,479.0,25.0,19.16,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX CHARTER SCHOOL FOR EXCELLENCE 4,NEW YORK,3601180.0,36005,338.0,22.0,15.363636363636363,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX CHARTER SCHOOL FOR EXCELLENCE 5,NEW YORK,3601200.0,36005,265.0,13.0,20.384615384615383,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX CHARTER SCHOOL FOR THE ARTS,New York,3600063.0,36005,596.0,51.0,11.686274509803921,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX COMMUNITY CHARTER SCHOOL,New York,3600968.0,36005,459.0,43.8,10.479452054794521,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONX PREPARATORY CHARTER SCHOOL,New York,3600042.0,36005,879.0,97.89,8.97946674839105,NY,27.700000000000003,46894.0,6.800000000000001,Low (<80%)
BRONXVILLE UNION FREE SCHOOL DISTRICT,New York,3605640.0,36119,1555.0,127.7,12.176977290524666,NY,9.3,114020.0,3.4000000000000004,High (>=90%)
BRONZEVILLE ACADEMY CHTR SCHOOL,ILLINOIS,1701431.0,17031,330.0,1.0,330.0,IL,13.200000000000001,80547.0,4.4,Medium (80-89%)
BROOKE CHARTER SCHOOL (DISTRICT),Massachusetts,2500071.0,25025,2223.0,175.55,12.663058957561947,MA,15.100000000000001,91386.0,3.2,Medium (80-89%)
BROOKE COUNTY SCHOOLS,West Virginia,5400150.0,54009,2479.0,182.0,13.62087912087912,WV,14.100000000000001,49187.0,5.0,Medium (80-89%)
BROOKELAND ISD,Texas,4811520.0,48403,341.0,37.5,9.093333333333334,TX,14.5,58723.0,6.800000000000001,Medium (80-89%)
BROOKESMITH ISD,Texas,4811550.0,48049,188.0,21.96,8.561020036429872,TX,14.8,57744.0,4.3,Medium (80-89%)
BROOKFIELD,Massachusetts,2503120.0,25027,291.0,23.9,12.175732217573222,MA,10.9,93561.0,3.5,Medium (80-89%)
BROOKFIELD CENTRAL SCHOOL DISTRICT,New York,3605670.0,36053,223.0,22.99,9.69986950848195,NY,11.0,73680.0,3.7,Medium (80-89%)
BROOKFIELD ENGINEERING SCIENCE TECHNOLOGY ACADEMY DISTRICT,CALIFORNIA,602501.0,06073,379.0,15.9,23.836477987421382,CA,10.100000000000001,103476.0,3.9000000000000004,Medium (80-89%)
BROOKFIELD LAGRANGE PARK SD 95,Illinois,1707320.0,17031,1335.0,97.6,13.67827868852459,IL,13.200000000000001,80547.0,4.4,Medium (80-89%)
BROOKFIELD LOCAL,Ohio,3905012.0,39155,992.0,60.15,16.492103075644224,OH,17.2,51668.0,4.4,Medium (80-89%)
BROOKFIELD R-III,Missouri,2905940.0,29115,877.0,82.0,10.695121951219512,MO,15.3,53836.0,3.8000000000000003,Medium (80-89%)
BROOKFIELD SCHOOL DISTRICT,Connecticut,900540.0,09190,2563.0,213.7,11.993448759943847,CT,8.0,121285.0,,High (>=90%)
BROOKHAVEN SCHOOL DIST,Mississippi,2800840.0,28085,2586.0,202.01,12.801346467996634,MS,18.900000000000002,52040.0,3.1,Medium (80-89%)
BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,New York,3615780.0,36103,3571.0,275.34,12.969419626643424,NY,7.0,123219.0,3.4000000000000004,High (>=90%)
BROOKINGS SCHOOL DISTRICT 05-1,South Dakota,4608520.0,46011,3431.0,236.95,14.479848069212915,SD,11.200000000000001,75209.0,2.0,Medium (80-89%)
BROOKINGS-HARBOR SD 17C,Oregon,4102310.0,41015,1398.0,77.39,18.064349399147176,OR,15.8,55238.0,4.6000000000000005,Medium (80-89%)
BROOKLAND SCHOOL DISTRICT,Arkansas,503640.0,05031,3060.0,190.58,16.05624934410746,AR,16.1,60204.0,2.7,Medium (80-89%)
BROOKLAWN PUBLIC SCHOOL DISTRICT,New Jersey,3402370.0,34007,280.0,31.8,8.80503144654088,NJ,12.3,82678.0,4.800000000000001,Medium (80-89%)
BROOKLIN PUBLIC SCHOOLS,Maine,2303610.0,23009,74.0,7.81,9.475032010243279,ME,10.100000000000001,72647.0,3.2,Medium (80-89%)
BROOKLINE,Massachusetts,2503150.0,25021,7116.0,610.32,11.659457333857647,MA,7.7,123449.0,3.1,High (>=90%)
BROOKLINE SCHOOL DISTRICT,New Hampshire,3302070.0,33011,582.0,48.4,12.024793388429753,NH,6.5,103181.0,2.3000000000000003,High (>=90%)
BROOKLYN ASCEND CHARTER SCHOOL,New York,3600966.0,36047,1376.0,113.0,12.176991150442477,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN CENTER COMMUNITY SCHOOLS,Minnesota,2706240.0,27053,2124.0,135.05,15.727508330248055,MN,10.100000000000001,93642.0,2.6,Medium (80-89%)
BROOKLYN CHARTER SCHOOL (THE),New York,3600045.0,36047,166.0,0.0,inf,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN CITY,Ohio,3904365.0,39035,1165.0,63.14,18.451061133987963,OH,16.0,61912.0,3.8000000000000003,Medium (80-89%)
BROOKLYN DREAMS CHARTER SCHOOL,New York,3601015.0,36047,616.0,26.0,23.692307692307693,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN EAST COLLEGIATE CHARTER SCHOOL,New York,3601033.0,36047,66.0,0.0,inf,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN EMERGING LEADERS ACADEMY CHARTER SCHOOL,NEW YORK,3601160.0,36047,236.0,25.0,9.44,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN EXCELSIOR CHARTER SCHOOL,New York,3600116.0,36047,610.0,27.0,22.59259259259259,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN LABORATORY CHARTER SCHOOL,NEW YORK,3601111.0,36047,454.0,36.94,12.29020032485111,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN PROSPECT CHARTER SCHOOL - CSD 13.2,NEW YORK,3601134.0,36047,404.0,36.0,11.222222222222221,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN PROSPECT CHARTER SCHOOL - CSD 15.2,NEW YORK,3601206.0,36047,1084.0,124.66,8.695652173913043,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN PROSPECT CHARTER SCHOOL-CSD 13,NEW YORK,3601150.0,36047,704.0,58.0,12.137931034482758,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN RISE CHARTER SCHOOL,NEW YORK,3601204.0,36047,210.0,22.0,9.545454545454545,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN SCHOLARS CHARTER SCHOOL,New York,3600989.0,36047,717.0,31.0,23.129032258064516,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN SCHOOL DISTRICT,Connecticut,900570.0,09150,903.0,71.7,12.594142259414225,CT,7.6000000000000005,88129.0,,High (>=90%)
BROOKLYN UD 188,Illinois,1723640.0,17163,147.0,9.0,16.333333333333332,IL,13.4,66007.0,4.6000000000000005,Medium (80-89%)
BROOKLYN URBAN GARDEN CHARTER SCHOOL,New York,3601100.0,36047,310.0,37.9,8.179419525065963,NY,19.1,76353.0,5.5,Medium (80-89%)
BROOKLYN-GUERNSEY-MALCOM COMM SCHOOL DISTRICT,Iowa,1905490.0,19157,561.0,42.76,13.119738072965388,IA,10.3,73434.0,2.9000000000000004,Medium (80-89%)
BROOKS COUNTY,Georgia,1300540.0,13027,2141.0,158.7,13.490863264020165,GA,22.8,46796.0,3.4000000000000004,Low (<80%)
BROOKS COUNTY ISD,Texas,4811580.0,48047,1285.0,88.97,14.443070697988086,TX,29.700000000000003,36695.0,5.5,Low (<80%)
BROOKSIDE CHARTER SCH.,Missouri,2900024.0,29095,742.0,70.5,10.52482269503546,MO,12.0,66102.0,3.4000000000000004,Medium (80-89%)
BROOKSVILLE PUBLIC SCHOOLS,Maine,2303640.0,23009,81.0,9.7,8.350515463917526,ME,10.100000000000001,72647.0,3.2,Medium (80-89%)
BROOKVILLE AREA SD,Pennsylvania,4204320.0,42065,1364.0,106.17,12.847320335311293,PA,18.8,49430.0,3.8000000000000003,Medium (80-89%)
BROOKVILLE LOCAL,Ohio,3904867.0,39113,1476.0,76.96,19.17879417879418,OH,15.200000000000001,62650.0,3.8000000000000003,Medium (80-89%)
BROOKWOOD SD 167,Illinois,1716950.0,17031,1081.0,64.0,16.890625,IL,13.200000000000001,80547.0,4.4,Medium (80-89%)
BROOME STREET ACADEMY CHARTER HIGH SCHOOL,New York,3601043.0,36061,270.0,33.54,8.050089445438283,NY,16.5,100869.0,4.6000000000000005,Medium (80-89%)
BROOME-DELAWARE-TIOGA BOCES,New York,3680140.0,36007,0.0,198.77,0.0,NY,16.8,63590.0,3.9000000000000004,Medium (80-89%)
BRORSON ELEM,Montana,3005130.0,30083,4.0,1.5,2.6666666666666665,MT,9.5,74540.0,2.6,High (>=90%)
BROWARD,Florida,1200180.0,12011,254732.0,12532.89,20.32508064779951,FL,12.700000000000001,74367.0,2.9000000000000004,Medium (80-89%)
BROWERVILLE PUBLIC SCHOOL DISTRICT,Minnesota,2706300.0,27153,558.0,30.8,18.116883116883116,MN,11.700000000000001,60951.0,3.6,Medium (80-89%)
BROWN CITY COMMUNITY SCHOOLS,Michigan,2607040.0,26151,717.0,39.41,18.193351941131695,MI,13.3,57382.0,4.800000000000001,Medium (80-89%)
BROWN CO KS SPECIAL ED COOP,Kansas,2000033.0,20013,0.0,0.0,,KS,12.200000000000001,58989.0,2.8000000000000003,Medium (80-89%)
BROWN COUNTY CDEB,Wisconsin,5500018.0,55009,0.0,25.6,0.0,WI,9.700000000000001,77645.0,2.7,High (>=90%)
BROWN COUNTY CUSD 1,Illinois,1727300.0,17009,680.0,54.47,12.483936111621077,IL,13.700000000000001,76076.0,2.4000000000000004,Medium (80-89%)
BROWN COUNTY SCHOOL CORPORATION,Indiana,1800960.0,18013,1653.0,117.0,14.128205128205128,IN,9.9,72141.0,3.3000000000000003,High (>=90%)
BROWN DEER SCHOOL DISTRICT,Wisconsin,5501800.0,55079,1655.0,114.45,14.460463084316295,WI,17.1,63304.0,3.8000000000000003,Medium (80-89%)
BROWN ESC,Ohio,3904602.0,39015,0.0,12.0,0.0,OH,15.100000000000001,68289.0,4.1000000000000005,Medium (80-89%)
BROWN LOCAL,Ohio,3904617.0,39019,589.0,44.42,13.259792886087348,OH,11.9,67044.0,3.9000000000000004,Medium (80-89%)
BROWNFIELD ISD,Texas,4811610.0,48445,1647.0,129.29,12.73880423853353,TX,19.3,44361.0,3.9000000000000004,Medium (80-89%)
BROWNING ELEM,Montana,3005140.0,30035,1266.0,106.5,11.887323943661972,MT,28.0,51416.0,5.4,Low (<80%)
BROWNING H S,Montana,3005190.0,30035,563.0,37.5,15.013333333333334,MT,28.0,51416.0,5.4,Low (<80%)
BROWNS ELEMENTARY,California,606100.0,06101,122.0,7.0,17.428571428571427,CA,15.3,71968.0,7.800000000000001,Medium (80-89%)
BROWNS VALLEY PUBLIC SCHOOL DIST,Minnesota,2707110.0,27155,180.0,13.5,13.333333333333334,MN,13.600000000000001,67634.0,3.0,Medium (80-89%)
BROWNSBORO ISD,Texas,4811640.0,48213,2620.0,189.37,13.835348788086813,TX,16.900000000000002,58965.0,4.1000000000000005,Medium (80-89%)
BROWNSBURG COMMUNITY SCHOOL CORP,Indiana,1801020.0,18063,10172.0,596.0,17.06711409395973,IN,5.6000000000000005,95323.0,2.7,High (>=90%)
BROWNSTOWN CNT COM SCH CORP,Indiana,1801050.0,18071,1433.0,91.0,15.747252747252746,IN,10.100000000000001,69753.0,2.8000000000000003,Medium (80-89%)
BROWNSTOWN CUSD 201,Illinois,1707440.0,17051,414.0,34.25,12.087591240875913,IL,17.0,61952.0,4.9,Medium (80-89%)
BROWNSVILLE AREA SD,Pennsylvania,4204080.0,42051,1486.0,101.0,14.712871287128714,PA,18.900000000000002,54030.0,4.5,Medium (80-89%)
BROWNSVILLE ASCEND CHARTER SCHOOL,New York,3601002.0,36047,871.0,60.0,14.516666666666667,NY,19.1,76353.0,5.5,Medium (80-89%)
BROWNSVILLE COLLEGIATE  CHARTER SCHOOL,New York,3600984.0,36047,117.0,17.0,6.882352941176471,NY,19.1,76353.0,5.5,Medium (80-89%)
BROWNSVILLE ISD,Texas,4811680.0,48061,37898.0,2575.88,14.712641893255896,TX,23.5,51716.0,5.4,Low (<80%)
BROWNWOOD ISD,Texas,4811700.0,48049,3443.0,259.74,13.255563255563255,TX,14.8,57744.0,4.3,Medium (80-89%)
BRUCE SCHOOL DISTRICT,Wisconsin,5501830.0,55107,410.0,43.29,9.471009471009472,WI,13.700000000000001,58513.0,3.7,Medium (80-89%)
BRUCEVILLE-EDDY ISD,Texas,4811730.0,48309,588.0,69.37,8.476286579212916,TX,16.7,63377.0,3.7,Medium (80-89%)
BRUNEAU-GRAND VIEW JOINT SCHOOL DISTRICT,Idaho,1600450.0,16073,302.0,23.36,12.928082191780822,ID,11.8,60701.0,3.9000000000000004,Medium (80-89%)
BRUNING-DAVENPORT UNIFIED SYS,Nebraska,3100124.0,31169,178.0,25.81,6.8965517241379315,NE,9.3,63574.0,1.8,High (>=90%)
BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL),New York,3605520.0,36083,1119.0,90.21,12.404389757233124,NY,12.4,82846.0,3.3000000000000003,Medium (80-89%)
BRUNSWICK CITY,Ohio,3904366.0,39103,6236.0,333.82,18.68072613983584,OH,7.6000000000000005,90211.0,3.1,High (>=90%)
BRUNSWICK COUNTY PUBLIC SCHOOLS,Virginia,5100480.0,51025,1405.0,98.25,14.30025445292621,VA,20.8,51441.0,4.6000000000000005,Low (<80%)
BRUNSWICK COUNTY SCHOOLS,North Carolina,3700420.0,37019,12944.0,856.42,15.114079540412416,NC,10.3,76797.0,4.2,Medium (80-89%)
BRUNSWICK PUBLIC SCHOOLS,Maine,2303780.0,23005,2363.0,213.62,11.061698342851793,ME,6.9,96255.0,2.4000000000000004,High (>=90%)
BRUNSWICK R-II,Missouri,2906030.0,29041,269.0,26.14,10.290742157612854,MO,10.4,56070.0,2.7,Medium (80-89%)
BRUNSWICK-REGION 10,Maine,2305300.0,23005,,14.5,,ME,6.9,96255.0,2.4000000000000004,High (>=90%)
BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT,New York,3605820.0,36033,788.0,74.0,10.64864864864865,NY,14.600000000000001,63624.0,3.8000000000000003,Medium (80-89%)
BRUSHY,Oklahoma,4005580.0,40135,393.0,19.58,20.07150153217569,OK,22.3,48050.0,3.7,Low (<80%)
BRUSSELS CUSD 42,Illinois,1700102.0,17013,97.0,12.47,7.778668805132317,IL,9.9,72574.0,4.2,High (>=90%)
BRYAN CITY,Ohio,3904367.0,39171,1820.0,113.98,15.967713633970872,OH,11.100000000000001,61183.0,3.1,Medium (80-89%)
BRYAN COUNTY,Georgia,1300570.0,13029,10221.0,709.2,14.412013536379018,GA,8.200000000000001,97746.0,2.6,High (>=90%)
BRYAN ISD,Texas,4811790.0,48041,16036.0,1197.19,13.394699254086653,TX,23.700000000000003,55724.0,3.1,Low (<80%)
BRYANT SCHOOL DISTRICT,Arkansas,503690.0,05125,9766.0,603.06,16.194076874606175,AR,9.3,77844.0,2.7,High (>=90%)
BRYN ATHYN SD,Pennsylvania,4204090.0,42091,,,,PA,6.9,106780.0,2.8000000000000003,High (>=90%)
BRYSON ISD,Texas,4811820.0,48237,259.0,23.02,11.251086012163336,TX,13.200000000000001,62721.0,3.6,Medium (80-89%)
BUCHANAN CO. R-IV,Missouri,2910590.0,29021,290.0,28.41,10.207673354452657,MO,15.100000000000001,60575.0,2.9000000000000004,Medium (80-89%)
BUCHANAN COMMUNITY SCHOOLS,Michigan,2607140.0,26021,1566.0,90.7,17.265711135611905,MI,13.600000000000001,62758.0,4.2,Medium (80-89%)
BUCHANAN COUNTY PUBLIC SCHOOLS,Virginia,5100510.0,51027,2462.0,198.0,12.434343434343434,VA,22.8,43446.0,4.4,Low (<80%)
BUCKEYE,Ohio,3905165.0,39157,827.0,68.0,12.161764705882353,OH,13.4,62098.0,3.6,Medium (80-89%)
BUCKEYE CENTRAL LOCAL,Ohio,3904650.0,39033,641.0,51.1,12.5440313111546,OH,12.4,58982.0,4.3,Medium (80-89%)
BUCKEYE COMMUNITY SCHOOL,OHIO,3901618.0,39139,389.0,14.0,27.785714285714285,OH,14.4,57261.0,4.1000000000000005,Medium (80-89%)
BUCKEYE COMMUNITY SCHOOL - FREMONT,OHIO,3910051.0,0<NA>,,,,,,,,Unknown
BUCKEYE COMMUNITY SCHOOL - LONDON,OHIO,3901632.0,39097,135.0,4.0,33.75,OH,9.3,81836.0,3.0,High (>=90%)
BUCKEYE COMMUNITY SCHOOL - MARION,OHIO,3901633.0,39101,306.0,10.0,30.6,OH,16.0,56991.0,3.4000000000000004,Medium (80-89%)
BUCKEYE ELEMENTARY DISTRICT (4269),Arizona,401380.0,04013,5725.0,264.0,21.685606060606062,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
BUCKEYE LOCAL,Ohio,3904778.0,39081,1406.0,98.5,14.274111675126903,OH,16.1,56276.0,5.1000000000000005,Medium (80-89%)
BUCKEYE LOCAL,Ohio,3904585.0,39007,1704.0,85.95,19.82547993019197,OH,17.8,58152.0,4.0,Medium (80-89%)
BUCKEYE LOCAL,Ohio,3904847.0,39103,2240.0,109.46,20.464096473597664,OH,7.6000000000000005,90211.0,3.1,High (>=90%)
BUCKEYE ON-LINE SCHOOL FOR SUCCESS,Ohio,3900530.0,39029,584.0,41.0,14.24390243902439,OH,15.700000000000001,55744.0,4.2,Medium (80-89%)
BUCKEYE UNION ELEMENTARY,California,606270.0,06017,4274.0,185.4,23.052858683926644,CA,7.0,107063.0,4.0,High (>=90%)
BUCKEYE UNION HIGH SCHOOL DISTRICT (4284),Arizona,401410.0,04013,5406.0,213.5,25.320843091334893,AZ,11.100000000000001,86973.0,3.4000000000000004,Medium (80-89%)
BUCKEYE UNITED SCHOOL DISTRICT,Ohio,3900237.0,39049,370.0,39.0,9.487179487179487,OH,15.100000000000001,71730.0,3.1,Medium (80-89%)
BUCKEYE VALLEY LOCAL,Ohio,3904675.0,39041,2186.0,121.2,18.036303630363037,OH,5.0,128300.0,2.8000000000000003,High (>=90%)
BUCKHOLTS ISD,Texas,4811850.0,48331,110.0,16.81,6.543723973825105,TX,15.9,63456.0,4.2,Medium (80-89%)
BUCKINGHAM COUNTY PUBLIC SCHOOLS,Virginia,5100540.0,51029,1992.0,111.0,17.945945945945947,VA,18.1,57701.0,3.9000000000000004,Medium (80-89%)
BUCKLEY COMMUNITY SCHOOLS,Michigan,2607170.0,26165,480.0,33.79,14.205386208937556,MI,13.4,59697.0,4.800000000000001,Medium (80-89%)
BUCKLIN,Kansas,2004140.0,20057,226.0,28.25,8.0,KS,11.600000000000001,68766.0,2.1,Medium (80-89%)
BUCKLIN R-II,Missouri,2906090.0,29115,114.0,20.48,5.56640625,MO,15.3,53836.0,3.8000000000000003,Medium (80-89%)
BUCKS COUNTY IU 22,Pennsylvania,4289320.0,42017,630.0,325.2,1.937269372693727,PA,6.7,107006.0,3.0,High (>=90%)
BUCKS COUNTY MONTESSORI CS,Pennsylvania,4200069.0,42017,182.0,15.0,12.133333333333333,PA,6.7,107006.0,3.0,High (>=90%)
